idArticle;idFacture;idVendeur;idTime;qte;totHT;totRemise
18360;NA;22;119186;1;10,935;,000
18360;NA;32;54105;1;10,618;,000
18361;NA;32;60450;1;24,000;,000
1839;NA;12;47999;3;23,415;,000
1839;NA;12;61116;1;7,805;,000
1839;NA;12;99739;1;7,805;,000
1839;NA;12;108149;1;7,805;,000
1839;NA;12;115360;1;7,805;,000
1839;NA;12;143103;1;7,805;,000
1839;NA;14;27138;1;7,805;,000
1839;NA;14;34977;-1;-7,805;,000
1839;NA;14;34985;1;7,805;,000
1839;NA;14;69285;1;7,805;,000
1839;NA;14;102838;-1;-7,805;,000
1839;NA;14;102843;1;7,805;,000
1839;NA;14;109866;2;15,610;,000
1839;NA;14;132278;1;7,805;,000
1839;NA;14;145584;3;23,655;,000
1839;NA;14;149584;1;7,885;,000
1839;NA;14;155306;1;7,885;,000
1839;NA;15;17270;1;7,805;,000
1839;NA;15;78282;1;7,805;,000
1839;NA;15;128603;1;7,805;,000
1839;NA;21;94381;1;7,805;,000
1839;NA;21;94773;1;7,805;,000
1839;NA;21;137633;1;7,805;,000
1839;NA;22;25540;1;7,805;,000
1839;NA;22;113439;1;7,805;,000
1839;NA;32;27247;1;7,805;,000
1839;NA;32;40380;1;7,805;,000
1839;NA;32;42764;1;7,805;,000
1839;NA;32;43819;1;7,805;,000
1839;NA;32;46955;1;7,805;,000
1839;NA;32;73307;6;46,830;,000
1839;NA;32;122354;3;23,415;,000
1839;NA;32;125063;1;7,805;,000
18396;NA;12;67037;1;3,737;,000
18396;NA;21;27145;1;3,737;,000
18396;NA;21;32689;1;3,737;,000
18396;NA;21;38194;1;3,737;,000
18396;NA;21;83669;1;3,737;,000
18396;NA;22;74733;1;3,737;,000
18396;NA;23;48596;1;3,737;,000
18396;NA;32;18779;1;3,737;,000
18396;NA;32;20410;1;3,737;,000
18399;NA;12;57359;1;14,452;3,166
18403;NA;12;97512;1;27,968;,000
18403;NA;15;56179;1;25,424;9,096
18408;NA;22;10877;1;6,363;,000
18409;NA;12;98058;1;6,363;,000
18409;NA;12;115517;1;6,363;,000
18409;NA;12;156348;1;6,363;,000
18409;NA;14;53356;1;6,363;,000
18409;NA;14;55308;1;6,363;,000
18409;NA;14;112867;1;6,363;,000
18409;NA;14;119176;1;6,363;,000
18409;NA;14;146681;1;6,363;,000
18409;NA;14;154886;1;6,204;2,505
18409;NA;15;143229;1;6,363;,000
18409;NA;21;63663;1;6,363;,000
18409;NA;21;83541;1;6,363;,000
18409;NA;21;92531;1;6,363;,000
18409;NA;21;99054;1;6,363;,000
18409;NA;21;99133;1;6,363;,000
18409;NA;21;104337;1;6,363;,000
18409;NA;21;113677;1;6,363;,000
18409;NA;21;118651;1;6,363;,000
18409;NA;22;107008;1;6,363;,000
18409;NA;22;119249;1;5,727;10,000
18409;NA;22;132632;1;6,363;,000
18409;NA;22;149466;1;6,363;,000
18409;NA;23;76811;1;6,363;,000
18409;NA;23;83849;1;6,363;,000
18409;NA;32;63810;1;6,363;,000
18409;NA;32;72525;1;6,363;,000
18409;NA;32;81601;1;6,363;,000
18409;NA;32;129224;1;6,363;,000
18409;NA;32;135853;1;6,363;,000
18409;NA;32;145563;1;6,363;,000
18409;NA;32;157969;1;6,363;,000
1841;NA;12;65662;1;4,015;,000
1841;NA;12;102342;1;4,015;,000
1841;NA;12;140373;1;4,015;,000
1841;NA;12;145970;1;4,015;,000
1841;NA;14;23109;1;4,015;,000
1841;NA;14;67722;1;4,015;,000
1841;NA;14;125618;1;4,015;,000
1841;NA;14;155683;1;4,015;,000
1841;NA;22;29430;1;4,015;,000
1841;NA;22;42674;1;4,015;,000
1841;NA;22;52927;1;4,015;,000
1841;NA;23;122872;1;4,015;,000
1841;NA;32;38016;1;4,015;,000
1841;NA;32;46950;1;4,015;,000
1841;NA;32;107908;1;4,015;,000
1841;NA;32;112737;1;4,015;,000
1841;NA;32;134021;1;4,015;,000
18414;NA;12;139472;1;16,875;,000
18414;NA;14;30486;1;16,875;,000
18417;NA;12;25921;6;17,406;,000
18417;NA;12;69834;1;2,901;,000
18417;NA;12;73105;1;2,901;,000
18417;NA;12;85044;1;2,901;,000
18417;NA;12;145564;1;2,981;,000
18417;NA;12;153668;1;2,981;,000
18417;NA;14;68407;2;5,802;,000
18417;NA;14;77302;1;2,901;,000
18417;NA;14;83198;1;2,901;,000
18417;NA;14;158748;1;2,981;,000
18417;NA;15;2620;1;2,901;,000
18417;NA;15;50000;1;2,901;,000
18417;NA;15;51465;1;2,901;,000
18417;NA;21;37957;1;2,901;,000
18417;NA;21;105330;1;2,901;,000
18417;NA;21;118405;1;2,901;,000
18417;NA;21;142295;1;2,901;,000
18417;NA;22;30566;1;2,901;,000
18417;NA;22;32320;1;2,901;,000
18417;NA;22;50207;1;2,901;,000
18417;NA;22;56798;1;2,901;,000
18417;NA;22;65033;1;2,901;,000
18417;NA;22;67958;1;2,901;,000
18417;NA;22;75811;1;2,901;,000
18417;NA;22;77749;1;2,901;,000
18417;NA;22;78239;2;5,802;,000
18417;NA;22;78541;1;2,901;,000
18417;NA;22;112424;1;2,901;,000
18417;NA;23;38612;1;2,901;,000
18417;NA;23;45757;1;2,901;,000
18417;NA;23;119872;1;2,901;,000
18417;NA;32;56670;1;2,901;,000
18417;NA;32;57333;1;2,901;,000
18417;NA;32;65095;1;2,901;,000
18417;NA;32;65599;1;2,901;,000
18417;NA;32;89476;1;2,901;,000
18417;NA;32;118686;1;2,901;,000
18417;NA;32;136062;1;2,901;,000
18417;NA;32;146445;1;2,981;,000
18417;NA;32;158255;1;2,981;,000
18417;NA;32;159777;1;2,981;,000
18422;NA;14;98689;1;42,369;,000
18426;NA;12;73832;-2;-15,600;,000
18426;NA;12;99297;2;15,600;,000
18426;NA;12;108376;2;15,600;,000
18426;NA;12;139219;1;7,800;,000
18426;NA;12;159974;1;7,800;,000
18426;NA;14;67450;2;15,600;,000
18426;NA;14;84546;2;15,600;,000
18426;NA;14;95148;1;7,800;,000
18426;NA;14;99834;1;7,800;,000
18426;NA;14;106856;1;7,800;,000
18426;NA;14;146671;1;7,800;,000
18426;NA;14;154233;2;15,600;,000
18426;NA;15;54974;1;7,432;4,713
18426;NA;15;156763;2;15,600;,000
18426;NA;21;83206;1;7,800;,000
18426;NA;21;111914;1;7,800;,000
18426;NA;21;113776;2;15,600;,000
18426;NA;21;114899;4;31,200;,000
18426;NA;22;52803;2;15,600;,000
18426;NA;22;72938;2;15,600;,000
18426;NA;22;112522;3;23,400;,000
18426;NA;22;132648;1;7,800;,000
18426;NA;22;139897;1;7,800;,000
18426;NA;22;152333;1;7,800;,000
18426;NA;23;138705;1;7,800;,000
18426;NA;32;68626;1;7,795;,070
18426;NA;32;87697;1;7,800;,000
18426;NA;32;91026;2;15,600;,000
18426;NA;32;128658;3;23,400;,000
18426;NA;32;134046;1;7,800;,000
18426;NA;32;158456;1;7,800;,000
18436;NA;12;9483;1;6,135;,000
18436;NA;12;23491;1;6,135;,000
18436;NA;12;88438;1;6,135;,000
18436;NA;12;100969;1;6,135;,000
18436;NA;12;109259;1;6,135;,000
18436;NA;12;110716;1;6,135;,000
18436;NA;12;114117;1;6,135;,000
18436;NA;12;123706;1;6,135;,000
18436;NA;12;137911;1;6,135;,000
18436;NA;14;1793;1;6,135;,000
18436;NA;14;26151;1;6,135;,000
18436;NA;14;32988;1;6,135;,000
18436;NA;14;34551;1;6,135;,000
18436;NA;14;42007;1;6,135;,000
18436;NA;14;54441;1;6,135;,000
18436;NA;14;55230;1;6,135;,000
18436;NA;14;115824;1;6,135;,000
18436;NA;15;53707;1;6,135;,000
18436;NA;15;57924;1;6,135;,000
18436;NA;15;137186;1;6,135;,000
18436;NA;21;8660;1;6,135;,000
18436;NA;21;32538;1;6,135;,000
18436;NA;21;32712;1;6,135;,000
18436;NA;21;58489;1;6,135;,000
18436;NA;21;66461;1;6,135;,000
18436;NA;21;117200;1;6,135;,000
18436;NA;22;12769;1;6,135;,000
18436;NA;22;28501;1;6,135;,000
18436;NA;22;36648;1;6,135;,000
18436;NA;22;57881;1;6,135;,000
18436;NA;22;73615;1;6,135;,000
18436;NA;22;92762;1;6,135;,000
18436;NA;22;100213;1;6,135;,000
18436;NA;22;116703;1;6,135;,000
18436;NA;22;122840;1;6,135;,000
18436;NA;23;27428;1;6,135;,000
18436;NA;23;30571;1;6,135;,000
18436;NA;23;60406;1;6,135;,000
18436;NA;23;153058;1;6,215;,000
18436;NA;32;2283;1;6,135;,000
18436;NA;32;7374;1;6,135;,000
18436;NA;32;22344;1;6,135;,000
18436;NA;32;48309;1;5,537;9,743
18436;NA;32;111040;1;6,135;,000
18436;NA;32;147435;1;6,215;,000
18436;NA;32;148130;1;6,191;,391
18444;NA;12;22523;1;19,320;,000
18444;NA;22;135670;1;19,275;,234
18449;NA;12;90419;1;4,920;,000
18449;NA;14;547;1;4,620;,000
18449;NA;14;83935;1;4,920;,000
18449;NA;14;86944;1;4,920;,000
18449;NA;14;111001;1;4,920;,000
18449;NA;15;82264;1;4,920;,000
18449;NA;21;79293;1;4,920;,000
18449;NA;21;82875;1;4,920;,000
18449;NA;21;83536;1;4,920;,000
18449;NA;21;123612;1;5,973;,000
18449;NA;21;143587;1;5,932;,694
18449;NA;21;150178;1;5,973;,000
18449;NA;22;102891;1;4,920;,000
18449;NA;22;103542;1;4,920;,000
18449;NA;22;129881;1;5,973;,000
18449;NA;22;137960;1;5,973;,000
18449;NA;32;109083;1;4,920;,000
18449;NA;32;128174;1;5,973;,000
18450;NA;12;63842;1;20,660;,000
18450;NA;14;71681;1;20,660;,000
18450;NA;22;59009;1;20,660;,000
18450;NA;22;131264;1;22,237;,000
18450;NA;23;90721;1;20,660;,000
18450;NA;32;32161;1;20,536;,600
18450;NA;32;94854;1;20,660;,000
18450;NA;32;112591;1;20,000;3,196
18451;NA;14;14820;1;15,145;,722
18455;NA;14;158964;1;15,040;,000
18455;NA;22;66419;1;14,960;,000
18456;NA;14;144027;1;9,113;,000
18456;NA;22;42949;1;9,113;,000
18456;NA;32;32418;1;9,113;,000
18456;NA;32;56891;1;9,028;,936
18457;NA;12;96781;1;32,387;,000
18458;NA;12;124030;1;11,620;,000
18459;NA;14;95088;1;12,825;,000
18459;NA;15;82162;-1;-12,825;,000
18459;NA;22;76879;1;12,690;,000
18459;NA;32;130284;1;12,712;,884
1846;NA;14;101191;1;5,643;,000
1846;NA;14;104368;1;5,643;,000
18460;NA;12;27974;1;15,508;,000
18460;NA;12;64854;1;15,508;,000
18460;NA;14;15544;1;15,508;,000
18460;NA;14;16354;2;31,016;,000
18460;NA;14;31248;1;15,508;,000
18460;NA;14;33201;1;15,508;,000
18460;NA;14;57033;1;15,508;,000
18460;NA;14;71562;1;15,508;,000
18460;NA;14;96802;1;15,508;,000
18460;NA;14;104443;1;15,508;,000
18460;NA;14;106995;1;15,508;,000
18460;NA;15;64613;1;15,508;,000
18460;NA;21;75143;1;15,508;,000
18460;NA;21;91798;1;15,508;,000
18460;NA;22;18229;1;15,508;,000
18460;NA;22;18788;1;15,508;,000
18460;NA;22;25323;1;15,508;,000
18460;NA;32;38463;1;15,508;,000
18460;NA;32;64839;1;15,508;,000
18460;NA;32;68549;1;15,508;,000
18462;NA;14;22847;2;22,800;,000
18462;NA;14;71472;1;11,400;,000
18462;NA;14;133499;2;22,800;,000
18463;NA;12;80791;1;19,492;,043
18467;NA;14;35243;1;10,230;,000
18467;NA;21;50100;1;10,230;,000
1847;NA;12;32757;1;2,215;,000
1847;NA;14;21431;3;6,645;,000
1847;NA;32;46412;1;2,215;,000
1847;NA;32;67546;1;2,215;,000
1847;NA;32;124465;1;2,215;,000
18475;NA;14;20453;1;9,245;,000
18478;NA;15;73601;1;20,625;,000
18478;NA;21;42893;1;20,625;,000
18479;NA;12;24826;1;35,796;,000
18479;NA;12;37735;1;35,796;,000
18479;NA;12;73747;1;35,826;,000
18479;NA;22;27652;1;35,796;,000
18479;NA;32;41542;1;32,243;10,000
18479;NA;32;86577;1;35,796;,000
1848;NA;12;158663;1;2,295;,000
1848;NA;23;55478;1;2,215;,000
18481;NA;14;24743;1;16,929;2,285
18481;NA;14;150306;1;17,936;,000
18481;NA;21;91229;1;17,936;,000
18481;NA;22;42394;1;17,325;,000
18481;NA;22;72929;1;17,936;,000
18481;NA;32;68626;1;17,923;,070
18481;NA;32;104535;1;17,936;,000
18482;NA;21;66510;1;41,538;,000
18482;NA;21;72441;1;41,538;,000
18483;NA;14;29819;1;25,950;,000
18487;NA;22;44616;1;15,440;,000
18495;NA;21;8946;1;23,760;,000
18495;NA;21;44018;1;23,760;,000
18495;NA;21;44098;-1;-23,760;,000
18497;NA;12;106081;1;29,447;,000
185;NA;15;68088;1;30,713;,000
18501;NA;21;37792;1;59,493;,000
18501;NA;32;81614;1;59,322;,287
18508;NA;14;76177;1;10,977;,000
18508;NA;14;89039;1;10,977;,000
18508;NA;14;93279;1;10,598;3,453
1851;NA;12;127300;3;74,340;,000
1851;NA;21;27267;1;24,780;,000
1851;NA;22;72921;1;24,780;,000
1851;NA;32;37376;1;24,780;,000
1851;NA;32;108827;1;24,780;,000
18514;NA;22;34095;1;25,424;,000
18514;NA;32;1347;1;25,424;,000
1852;NA;14;68830;1;31,643;,000
1852;NA;22;119287;1;31,647;,000
1852;NA;32;92604;1;31,643;,000
18524;NA;14;124172;1;11,109;,000
18524;NA;15;142453;1;11,109;,000
18524;NA;22;99483;1;11,109;,000
18525;NA;14;76016;1;12,620;,000
18525;NA;14;158835;1;12,624;,000
18525;NA;32;63944;1;12,620;,000
18525;NA;32;126339;1;12,624;,000
18526;NA;14;148534;1;13,658;,000
18527;NA;14;20739;1;7,580;,000
1853;NA;12;137130;1;39,830;,000
1853;NA;14;109573;1;39,830;,000
1853;NA;14;128901;1;39,830;,000
1853;NA;15;151911;1;39,830;,000
1853;NA;21;101263;1;39,830;,000
1853;NA;22;65697;1;39,830;,000
1853;NA;22;116563;1;39,830;,000
1853;NA;22;121460;1;39,830;,000
18532;NA;14;1535;1;29,176;,000
18533;NA;12;9777;1;12,123;,000
18533;NA;14;25202;1;12,123;,000
18533;NA;32;16351;1;12,123;,000
18534;NA;14;141926;1;29,176;,000
18538;NA;12;64098;1;27,711;,000
18538;NA;14;12973;1;26,995;2,582
18538;NA;22;68859;1;27,711;,000
18538;NA;22;93354;1;27,711;,000
18538;NA;32;60978;1;27,123;2,122
18546;NA;15;104624;1;5,025;,000
18547;NA;22;11602;1;4,575;,000
18552;NA;14;39665;1;6,750;,000
18555;NA;21;32510;1;3,375;,000
18567;NA;21;104989;1;11,063;,000
1857;NA;12;11210;-1;-3,915;,000
1857;NA;12;20418;2;7,830;,000
1857;NA;14;6823;1;3,915;,000
1857;NA;14;29371;1;3,915;,000
1857;NA;14;40809;1;3,915;,000
1857;NA;14;103167;1;3,915;,000
1857;NA;15;106029;1;3,915;,000
1857;NA;21;29902;1;3,915;,000
1857;NA;22;16334;1;3,915;,000
1857;NA;22;46279;1;3,915;,000
1857;NA;22;139897;1;3,915;,000
1857;NA;23;40727;1;3,915;,000
1857;NA;23;100066;1;3,915;,000
1857;NA;23;137654;1;3,915;,000
1857;NA;32;95905;1;3,915;,000
18570;NA;12;73396;1;15,376;,000
18570;NA;12;145845;1;15,376;,000
18570;NA;12;146325;1;15,376;,000
18570;NA;14;52771;1;15,375;,000
18570;NA;14;88170;2;30,752;,000
18570;NA;21;25208;1;15,376;,000
18570;NA;21;54980;1;15,375;,000
18570;NA;21;57512;1;15,375;,000
18570;NA;21;128296;1;15,376;,000
18570;NA;22;12826;1;15,376;,000
18570;NA;22;76241;1;15,376;,000
18570;NA;22;152928;1;15,376;,000
18570;NA;22;152932;-1;-15,376;,000
18570;NA;23;83849;1;15,376;,000
18570;NA;23;102512;1;15,376;,000
18570;NA;32;10010;1;15,376;,000
18570;NA;32;20593;1;15,376;,000
18570;NA;32;31252;1;15,376;,000
18570;NA;32;35597;1;15,376;,000
18570;NA;32;83078;1;15,376;,000
18571;NA;14;114783;2;19,140;,000
18571;NA;15;105139;1;9,570;,000
18571;NA;32;20489;1;9,570;,000
18573;NA;14;3101;1;91,500;,000
18573;NA;21;35516;1;76,500;,000
18574;NA;22;60999;1;4,074;,000
18576;NA;14;68965;1;5,047;,131
18576;NA;22;65898;1;5,054;,000
18577;NA;14;14132;1;8,475;,764
18577;NA;14;15507;1;8,540;,000
18577;NA;22;154796;1;8,540;,000
18577;NA;23;102824;1;8,540;,000
18579;NA;15;12856;1;102,395;9,999
18579;NA;15;23771;1;113,772;,000
1858;NA;12;86472;1;13,870;,000
1858;NA;14;78129;1;13,870;,000
1858;NA;14;89907;1;13,870;,000
1858;NA;14;97116;1;13,798;,519
1858;NA;14;141869;1;13,870;,000
1858;NA;14;151611;1;13,950;,000
1858;NA;14;155053;1;13,950;,000
1858;NA;15;19839;1;13,870;,000
1858;NA;21;8655;1;13,870;,000
1858;NA;21;34124;1;13,870;,000
1858;NA;22;73034;1;13,870;,000
1858;NA;23;146288;1;13,950;,000
1858;NA;32;89300;1;13,870;,000
1858;NA;32;123135;1;13,870;,000
1858;NA;32;154662;1;13,950;,000
1858;NA;32;154847;1;13,950;,000
18580;NA;15;12856;1;74,365;9,999
18580;NA;22;44539;1;82,331;,359
18581;NA;14;127224;1;84,534;,000
18581;NA;15;23771;1;82,628;,000
18582;NA;14;79800;1;58,748;,967
18582;NA;14;150097;1;59,081;,406
18582;NA;21;37792;1;59,322;,000
18583;NA;21;37792;1;5,085;,000
18589;NA;14;98813;1;71,389;,895
18589;NA;14;133202;1;71,700;,464
18589;NA;21;113971;1;66,212;8,082
18589;NA;22;76271;1;68,539;4,851
18589;NA;32;35564;1;71,739;,408
1859;NA;12;131644;1;8,319;,000
1859;NA;12;159521;1;8,319;,000
1859;NA;14;83893;1;8,319;,000
1859;NA;14;119046;1;8,319;,000
1859;NA;21;83458;1;8,274;,542
1859;NA;21;99173;1;8,319;,000
1859;NA;22;63340;1;8,319;,000
1859;NA;22;152592;1;8,319;,000
18590;NA;14;65827;1;30,005;,000
18590;NA;32;143122;1;30,005;,000
18591;NA;14;34154;1;19,500;,000
18592;NA;12;80791;1;19,492;,043
18594;NA;32;3979;1;4,500;,000
18594;NA;32;39231;1;4,500;,000
18596;NA;12;20089;1;5,067;,000
18596;NA;12;74061;1;5,067;,000
18596;NA;12;88416;1;5,067;,000
18596;NA;12;99732;1;5,067;,000
18596;NA;12;103086;1;5,067;,000
18596;NA;12;130254;1;5,067;,000
18596;NA;12;148563;1;5,492;,000
18596;NA;12;151991;1;5,492;,000
18596;NA;14;85962;1;5,067;,000
18596;NA;14;102466;1;5,067;,000
18596;NA;14;122276;1;5,067;,000
18596;NA;14;146030;1;5,492;,000
18596;NA;14;156274;1;5,492;,000
18596;NA;15;7458;1;5,067;,000
18596;NA;21;43485;1;4,736;6,540
18596;NA;21;54980;1;5,067;,000
18596;NA;21;156687;1;5,492;,000
18596;NA;22;29952;1;5,067;,000
18596;NA;22;61443;1;5,067;,000
18596;NA;22;73298;1;5,067;,000
18596;NA;22;100902;1;5,067;,000
18596;NA;22;153592;1;5,492;,000
18596;NA;23;131883;1;5,067;,000
18596;NA;23;138450;1;5,492;,000
18596;NA;32;55025;1;5,067;,000
18596;NA;32;66225;1;5,067;,000
18596;NA;32;116386;1;5,067;,000
18596;NA;32;159217;1;5,492;,000
18596;NA;32;159866;1;5,492;,000
18597;NA;12;65843;1;1,087;,000
18597;NA;12;93537;1;1,087;,000
18597;NA;14;13096;1;1,087;,000
18597;NA;14;87750;1;1,087;,000
18597;NA;14;116977;1;1,087;,000
18597;NA;14;119111;1;1,087;,000
18597;NA;14;122950;1;1,087;,000
18597;NA;14;136773;1;1,087;,000
18597;NA;21;2481;1;1,087;,000
18597;NA;21;48035;1;1,087;,000
18597;NA;21;68091;1;1,087;,000
18597;NA;22;8755;1;1,087;,000
18597;NA;22;55560;1;1,087;,000
18597;NA;22;98048;1;1,087;,000
18597;NA;23;62392;1;1,087;,000
18597;NA;32;969;1;1,087;,000
18597;NA;32;26850;1;1,087;,000
18597;NA;32;81643;1;1,087;,000
18597;NA;32;84377;1;1,087;,000
18597;NA;32;85950;1;1,087;,000
18597;NA;32;104604;1;1,087;,000
18598;NA;12;101931;1;5,067;,000
18598;NA;12;105503;1;5,067;,000
18598;NA;12;137948;1;5,492;,000
18598;NA;12;152377;1;5,492;,000
18598;NA;12;153101;-1;-5,492;,000
18598;NA;14;57055;1;5,067;,000
18598;NA;14;130119;1;5,067;,000
18598;NA;14;132541;1;5,067;,000
18598;NA;14;139155;1;5,492;,000
18598;NA;14;152594;1;5,492;,000
18598;NA;14;152864;1;5,492;,000
18598;NA;14;154816;1;5,492;,000
18598;NA;15;104541;1;5,067;,000
18598;NA;15;119443;1;5,067;,000
18598;NA;21;104290;1;5,067;,000
18598;NA;21;153129;1;5,492;,000
18598;NA;22;10957;1;5,067;,000
18598;NA;22;33186;1;5,067;,000
18598;NA;22;66499;1;5,067;,000
18598;NA;22;100902;1;5,067;,000
18598;NA;22;108627;1;5,067;,000
18598;NA;22;115839;1;5,067;,000
18598;NA;22;127175;1;5,067;,000
18598;NA;22;155684;1;5,492;,000
18598;NA;22;156023;1;5,492;,000
18598;NA;22;159196;1;5,492;,000
18598;NA;22;159957;1;5,492;,000
18598;NA;23;129741;1;5,067;,000
18598;NA;32;67651;1;5,067;,000
18598;NA;32;73567;1;5,067;,000
18598;NA;32;110638;1;5,067;,000
18598;NA;32;114275;1;5,067;,000
18598;NA;32;134438;1;5,492;,000
186;NA;12;19368;1;1,880;,000
186;NA;14;10657;1;1,880;,000
186;NA;14;93294;5;9,400;,000
186;NA;15;2581;3;5,640;,000
186;NA;22;78737;1;1,880;,000
186;NA;32;148589;1;1,960;,000
1860;NA;14;20507;1;5,345;,000
1860;NA;14;35790;1;5,345;,000
1860;NA;22;76613;1;5,345;,000
1860;NA;22;117721;1;5,345;,000
18603;NA;22;73907;1;13,484;,000
18603;NA;23;62419;1;13,484;,000
18603;NA;23;138325;1;13,484;,000
18603;NA;32;110287;1;13,484;,000
18605;NA;21;94613;1;13,589;,000
18606;NA;14;155145;1;28,059;,000
18606;NA;32;156111;1;28,015;,159
18608;NA;22;2398;1;23,820;,000
18614;NA;14;90697;1;13,622;,000
18614;NA;15;126418;1;13,622;,000
18614;NA;22;6817;1;13,622;,000
18614;NA;23;69900;1;13,622;,000
18616;NA;12;14312;1;11,760;,000
18616;NA;12;90773;1;11,762;,000
18616;NA;14;17866;1;10,695;9,059
18616;NA;14;25755;1;11,762;,000
18616;NA;14;57152;1;11,762;,000
1862;NA;12;46418;1;6,826;,552
1862;NA;14;13790;1;6,864;,000
1862;NA;14;56309;1;6,822;,616
1862;NA;14;62010;1;6,864;,000
1862;NA;22;76905;1;6,864;,000
1862;NA;32;83606;1;6,864;,000
18622;NA;21;137815;1;55,085;7,136
18622;NA;32;154399;1;60,610;,720
18623;NA;21;86786;1;59,318;,000
18625;NA;22;118740;1;9,652;,000
18625;NA;22;144656;1;11,790;,000
18625;NA;32;144564;1;11,790;,000
18627;NA;15;78677;1;42,375;,000
18628;NA;14;52910;1;33,807;,000
18628;NA;22;115839;1;33,807;,000
18629;NA;12;1207;2;7,798;4,904
18629;NA;12;1670;2;8,200;,000
18629;NA;12;10521;1;4,100;,000
18629;NA;12;19648;2;8,200;,000
18629;NA;12;32629;1;4,100;,000
18629;NA;12;37237;1;4,100;,000
18629;NA;12;68376;3;12,300;,000
18629;NA;12;71249;1;4,100;,000
18629;NA;12;95583;1;4,100;,000
18629;NA;12;111688;3;12,300;,000
18629;NA;12;126706;1;4,100;,000
18629;NA;12;126826;1;4,100;,000
18629;NA;12;145919;2;8,360;,000
18629;NA;12;146005;1;4,180;,000
18629;NA;12;149122;2;8,360;,000
18629;NA;14;1898;2;8,200;,000
18629;NA;14;18514;3;12,300;,000
18629;NA;14;27529;1;4,100;,000
18629;NA;14;31463;3;12,300;,000
18629;NA;14;33227;5;20,500;,000
18629;NA;14;40644;3;12,300;,000
18629;NA;14;41249;4;16,400;,000
18629;NA;14;52019;1;4,100;,000
18629;NA;14;56153;3;12,300;,000
18629;NA;14;62226;3;12,300;,000
18629;NA;14;71379;3;12,300;,000
18629;NA;14;99785;2;8,200;,000
18629;NA;14;115318;2;8,200;,000
18629;NA;14;119791;3;12,300;,000
18629;NA;14;120462;3;12,300;,000
18629;NA;14;126665;1;4,100;,000
18629;NA;14;135396;1;4,100;,000
18629;NA;15;59082;1;4,100;,000
18629;NA;15;81600;3;12,300;,000
18629;NA;21;32424;2;8,200;,000
18629;NA;21;36402;3;12,300;,000
18629;NA;21;131002;1;4,100;,000
18629;NA;22;1283;2;8,200;,000
18629;NA;22;3183;3;12,300;,000
18629;NA;22;15343;5;20,500;,000
18629;NA;22;19470;3;12,300;,000
18629;NA;22;35898;2;8,200;,000
18629;NA;22;54075;3;12,300;,000
18629;NA;22;97832;1;4,100;,000
18629;NA;22;120947;1;4,100;,000
18629;NA;22;142657;1;4,100;,000
18629;NA;23;38478;1;4,100;,000
18629;NA;23;55338;2;8,200;,000
18629;NA;23;62186;2;8,200;,000
18629;NA;23;84147;3;12,300;,000
18629;NA;23;91245;3;12,300;,000
18629;NA;32;12305;1;4,100;,000
18629;NA;32;36867;3;12,300;,000
18629;NA;32;49684;3;12,300;,000
18629;NA;32;55082;3;12,300;,000
18629;NA;32;55238;2;8,200;,000
18629;NA;32;86327;2;8,200;,000
18629;NA;32;107205;2;8,200;,000
18629;NA;32;114214;3;12,300;,000
18629;NA;32;120011;2;8,200;,000
18629;NA;32;123370;2;8,200;,000
18629;NA;32;134223;1;4,100;,000
18629;NA;32;137584;1;4,100;,000
18629;NA;32;150257;1;4,180;,000
18629;NA;32;150307;2;8,360;,000
18629;NA;32;153497;5;20,900;,000
18636;NA;22;72888;1;4,718;,000
18636;NA;32;30798;1;4,718;,000
18639;NA;12;14711;4;17,020;,000
18639;NA;15;14330;4;17,020;,000
18639;NA;15;68038;1;4,255;,000
18639;NA;21;67808;2;8,510;,000
18639;NA;21;74098;5;21,275;,000
18639;NA;22;160253;2;8,670;,000
18639;NA;32;67783;2;8,510;,000
18639;NA;32;142854;1;4,255;,000
18642;NA;12;97040;1;6,683;,000
18642;NA;14;36391;1;5,417;4,949
18642;NA;23;137518;1;6,683;,000
18643;NA;12;124034;1;2,400;,000
18643;NA;12;127155;1;2,400;,000
18643;NA;12;136382;1;2,400;,000
18643;NA;14;16091;1;2,400;,000
18643;NA;14;40935;1;2,400;,000
18643;NA;14;92460;1;2,400;,000
18643;NA;14;133554;1;2,400;,000
18643;NA;14;136542;1;2,400;,000
18643;NA;21;48341;1;2,400;,000
18643;NA;22;33814;1;2,400;,000
18643;NA;22;43179;1;2,400;,000
18643;NA;22;59659;1;2,400;,000
18643;NA;22;138633;1;2,400;,000
18643;NA;22;139168;1;2,400;,000
18643;NA;32;122668;1;2,400;,000
18643;NA;32;126213;1;2,400;,000
18643;NA;32;134873;1;2,400;,000
18644;NA;22;47473;1;7,715;,000
18644;NA;32;48983;1;7,715;,000
18644;NA;32;82709;1;7,715;,000
18649;NA;12;64037;1;9,920;,000
18649;NA;12;97329;1;9,920;,000
18649;NA;12;110729;1;9,920;,000
18649;NA;12;113931;1;9,920;,000
18649;NA;12;139462;1;9,920;,000
18649;NA;14;16100;1;9,920;,000
18649;NA;14;16281;1;9,920;,000
18649;NA;14;68407;2;19,840;,000
18649;NA;14;113861;3;29,760;,000
18649;NA;15;89583;1;9,920;,000
18649;NA;21;21469;1;9,920;,000
18649;NA;21;48260;1;9,178;7,475
18649;NA;21;69384;-1;-9,920;,000
18649;NA;21;69680;1;9,920;,000
