idArticle;idFacture;idVendeur;idTime;qte;totHT;totRemise
10023;;15;164105;1;3,620;,000
10023;;21;163290;1;3,620;,000
10023;;23;162205;1;3,620;,000
10023;;32;164078;1;3,620;,000
1003;;21;162076;1;5,185;,000
10129;;14;163069;1;3,826;,000
10129;;23;161763;1;3,826;,000
10129;;32;163762;2;7,652;,000
1013;;12;161770;1;5,340;,000
1014;;14;163515;1;11,655;,000
1014;;21;162076;1;11,655;,000
1014;;22;161447;1;11,655;,000
10163;;14;161603;1;17,035;,000
10163;;14;163191;1;17,035;,000
10163;;14;163394;1;16,975;,351
10163;;32;163003;1;17,035;,000
1018;;14;162067;1;2,885;,000
10234;;21;163279;1;13,694;,000
1024;;12;162992;1;11,234;,000
10250;;32;161929;1;4,725;,000
10262;;12;161135;2;6,630;,000
10262;;14;160738;3;9,945;,000
10286;;22;161773;6;179,880;,000
10287;;32;161897;2;24,644;1,842
10293;;14;160617;1;4,575;,000
10293;;14;161348;1;4,575;,000
10293;;14;162881;1;4,575;,000
10294;;12;162273;1;5,500;,000
10294;;14;160647;1;5,500;,000
10294;;22;160884;1;5,500;,000
10294;;22;161246;1;5,500;,000
10294;;22;164009;1;5,500;,000
10296;;14;162086;1;23,170;,000
10296;;14;163736;1;23,170;,000
1032;;12;162352;4;30,420;,000
1032;;14;162909;1;7,605;,000
1032;;22;161773;4;30,420;,000
1032;;32;161863;4;30,400;,068
10346;;12;160393;1;7,260;,000
10346;;12;161018;1;7,260;,000
10346;;12;162977;1;7,260;,000
10346;;14;161515;1;7,260;,000
10346;;23;162133;1;7,260;,000
10346;;23;162764;1;7,260;,000
10346;;32;160441;1;7,260;,000
10346;;32;161937;1;7,260;,000
10346;;32;162147;1;7,260;,000
10346;;32;162631;1;7,260;,000
1040;;32;161904;1;11,151;,000
10427;;14;162086;1;11,161;,000
10428;;14;161572;3;59,940;,000
1047;;12;163746;1;11,020;,000
1047;;32;161326;1;11,020;,000
10555;;14;163801;1;7,475;,000
10555;;14;164076;1;7,475;,000
10555;;32;161006;1;7,475;,000
106;;14;162578;1;7,979;,000
1068;;14;164141;1;3,585;,000
10686;;32;161863;2;195,726;,068
10694;;14;162259;1;9,615;,000
10712;;14;164075;1;3,027;,000
10712;;23;162733;1;3,027;,000
10722;;32;161446;1;5,730;,000
10733;;12;163815;1;16,752;,000
10733;;22;161362;1;16,752;,000
1075;;14;162481;2;8,160;,000
1076;;14;162937;1;3,000;,000
1076;;21;163061;1;3,000;,000
10804;;22;161257;1;10,350;,000
10847;;32;161360;1;29,719;,667
10877;;32;162315;1;21,550;,000
1088;;12;162551;1;3,390;,000
1089;;14;160357;1;4,685;,000
1089;;22;160798;1;4,685;,000
1089;;32;162689;1;4,685;,000
109;;12;163022;1;9,500;,000
109;;14;162872;1;9,500;,000
109;;23;162787;1;9,500;,000
109;;32;161695;2;19,000;,000
1090;;32;163449;3;35,805;,000
10921;;12;160977;1;3,020;,000
10921;;14;163832;1;3,020;,000
1093;;32;161127;1;3,775;,000
10959;;32;164140;1;10,659;,000
1096;;32;163532;1;4,585;,000
1102;;12;160854;1;10,737;,000
1102;;14;162921;1;10,737;,000
11057;;21;161708;3;118,530;,000
11058;;32;163696;1;15,200;,000
1113;;12;162428;1;29,615;,000
1113;;23;162774;1;29,615;,000
11130;;22;162797;-1;-19,373;,000
1114;;14;161085;1;2,453;,000
11167;;14;162101;1;6,163;,000
1117;;14;161427;2;10,660;,000
11227;;32;161883;1;2,965;,000
1125;;14;162481;1;21,750;,000
11252;;32;160561;1;34,322;,088
1134;;12;161765;5;2,500;,000
1134;;12;163092;2;1,000;,000
1134;;12;163980;3;1,500;,000
1134;;32;161406;1;,500;,000
1135;;12;163399;1;18,774;,000
1135;;12;163545;1;18,774;,000
1135;;23;162748;1;18,774;,000
1135;;32;163241;1;18,774;,000
1138;;14;161032;1;9,530;,000
11406;;12;160820;2;10,080;,000
1144;;32;163639;1;9,800;,000
11504;;14;162283;2;6,500;1,975
11505;;14;161024;1;7,915;,000
11505;;32;162297;1;7,915;,000
1155;;22;161277;1;2,914;,000
1155;;32;161863;1;2,912;,068
11559;;14;162443;1;57,469;,000
1158;;14;161572;1;3,029;,000
1158;;14;163281;1;2,726;10,000
1158;;22;164115;2;6,058;,000
1158;;32;163599;2;6,058;,000
116;;32;161457;1;4,595;,000
116;;32;162986;1;4,595;,000
11660;;14;161921;2;13,940;,000
11660;;22;164057;1;6,970;,000
11660;;32;163207;1;6,970;,000
11675;;12;162428;1;36,553;,000
11790;;32;160388;1;1,362;,000
1183;;15;164155;1;7,000;,000
1183;;22;163413;1;7,000;,000
1183;;22;163906;2;14,000;,000
11838;;32;160555;1;9,111;,000
1188;;23;162133;1;15,095;,000
1189;;12;160787;1;65,626;,000
1189;;12;160906;1;65,626;,000
1189;;12;162261;1;65,626;,000
1189;;12;162992;1;65,626;,000
1189;;14;162423;1;65,626;,000
1189;;22;161359;1;65,626;,000
1189;;23;162202;1;65,626;,000
1189;;32;163664;1;65,626;,000
11982;;12;160520;1;44,176;,000
12029;;14;160485;1;2,995;,000
12029;;32;160902;1;2,995;,000
12045;;21;163040;1;20,440;,000
12101;;32;160356;1;6,015;,000
1213;;14;162269;1;3,403;,000
12144;;32;163964;1;18,825;,000
1216;;15;160896;1;3,063;,000
1216;;22;162901;1;3,063;,000
12190;;15;164144;1;6,415;,000
12190;;23;162615;1;6,415;,000
12193;;14;162644;1;56,250;,000
12194;;23;162052;1;32,400;,000
12293;;21;163030;1;18,644;3,510
123;;14;163147;1;4,165;,000
12399;;32;163873;1;5,949;,000
1243;;14;162513;1;2,632;,000
1243;;32;160697;1;2,632;,000
12489;;32;162339;3;9,747;2,034
1250;;12;163695;1;10,880;,000
1250;;32;162558;1;10,880;,000
1252;;12;162599;1;33,750;,000
1257;;22;161122;1;9,821;6,461
1257;;32;163570;1;10,499;,000
12588;;22;164095;1;23,082;,000
12597;;14;162529;1;2,447;,000
12597;;22;163986;1;2,447;,000
12598;;14;163063;1;37,520;,000
12603;;14;162456;3;32,370;,000
12603;;14;162942;1;10,790;,000
1264;;12;163939;1;6,380;,000
12647;;22;164127;1;4,747;,000
12661;;22;164127;1;2,907;,000
1267;;14;161113;1;4,758;,000
1267;;14;161154;1;4,758;,000
1267;;22;163643;1;4,758;,000
12715;;32;164096;1;15,894;,000
1277;;12;163545;1;17,945;,000
1277;;23;162615;1;17,945;,000
1277;;32;161735;1;17,945;,000
1277;;32;163546;1;17,945;,000
12778;;14;161614;1;2,207;,000
12778;;32;160911;1;2,207;,000
12778;;32;161630;-1;-2,207;,000
12812;;14;160998;3;4,860;,000
12812;;23;162748;7;11,340;,000
1288;;22;161418;2;35,360;,000
12911;;12;163568;2;3,300;,000
12911;;21;160377;1;1,650;,000
12911;;22;160609;1;1,650;,000
12911;;22;161447;2;3,300;,000
12911;;32;161058;1;1,650;,000
12912;;12;160973;1;1,500;,000
12912;;14;161574;1;1,500;,000
12912;;14;163871;2;3,000;,000
13008;;12;162523;1;2,185;,000
13008;;21;160412;2;4,370;,000
13030;;23;162615;2;1,500;,000
1304;;14;162338;2;7,130;,000
13052;;32;162102;1;27,639;,000
1306;;22;161689;1;3,950;,000
1306;;32;163192;1;3,950;,000
131;;32;161537;1;2,910;,000
1313;;14;161812;1;1,870;,000
1313;;14;162688;1;1,870;,000
1313;;21;163040;1;1,870;,000
1313;;22;160798;1;1,870;,000
1313;;23;161957;1;1,870;,000
13146;;14;163191;1;3,065;,000
13147;;14;162159;1;3,880;,000
1316;;12;163104;1;23,580;,000
13178;;14;162408;1;12,000;,000
1328;;14;160468;1;2,700;,000
1328;;14;160485;1;2,700;,000
1330;;14;163074;1;4,840;,000
1330;;22;162730;1;4,840;,000
13355;;12;163628;3;110,700;,000
13355;;22;161851;1;36,900;,000
13357;;15;164021;1;11,080;,000
13425;;32;163940;1;18,000;,438
13426;;12;160499;1;3,035;,000
13426;;21;160368;1;3,035;,000
13426;;32;161426;3;9,105;,000
13427;;12;160446;1;2,485;,000
13427;;12;160499;1;2,485;,000
13427;;15;164023;4;9,940;,000
13427;;32;161873;1;2,485;,000
13428;;12;162482;3;209,220;,000
13428;;14;161044;1;69,740;,000
13428;;14;161529;1;69,740;,000
13429;;12;160581;1;18,920;,000
13431;;23;162133;1;4,980;,000
13431;;23;162850;1;4,980;,000
13431;;32;162678;1;4,961;,373
13521;;23;162861;1;29,180;,000
1354;;14;160357;1;2,755;,000
1354;;14;161167;1;2,755;,000
1354;;14;161739;1;2,755;,000
1354;;14;162148;1;2,755;,000
1354;;23;162920;1;2,755;,000
1354;;32;162219;2;5,510;,000
1354;;32;163893;1;2,755;,000
13558;;14;161086;1;6,100;,000
13558;;14;163307;1;6,100;,000
13558;;32;161646;1;6,100;,000
1356;;14;162836;8;17,320;,000
1356;;22;161844;1;2,165;,000
1356;;32;161588;1;2,165;,000
1356;;32;161823;1;2,165;,000
1356;;32;163955;4;8,660;,000
13573;;14;161235;1;4,670;,000
13573;;21;163380;1;4,670;,000
13573;;22;162708;1;4,670;,000
13576;;14;163845;1;3,505;,000
13580;;14;160948;2;2,500;,000
13580;;14;164159;1;1,250;,000
13582;;21;163058;1;4,500;,000
13582;;23;161760;1;4,500;,000
136;;14;161251;1;2,023;,000
1364;;32;163487;1;3,362;,000
1366;;14;160964;1;14,477;,000
137;;14;161402;1;6,661;,000
137;;14;162847;1;6,661;,000
137;;21;162076;1;6,661;,000
137;;23;161711;1;6,661;,000
13776;;12;162977;1;3,400;,000
13776;;14;161750;1;3,400;,000
13776;;14;162303;1;3,400;,000
13776;;14;163515;1;3,400;,000
13776;;21;163247;1;3,400;,000
13777;;12;163687;1;3,100;,000
13777;;14;163307;1;3,100;,000
13777;;22;161479;1;3,100;,000
13777;;22;162962;1;3,100;,000
13787;;12;160873;1;30,080;,000
13787;;32;163823;1;30,080;,000
13789;;32;162332;1;3,580;,000
1380;;12;160774;1;,500;,000
1380;;12;162528;3;1,500;,000
1380;;12;162660;2;1,000;,000
1380;;12;162791;1;,500;,000
1380;;23;162615;1;,500;,000
1380;;23;162756;1;,500;,000
1380;;32;160384;1;,500;,000
1380;;32;160517;1;,500;,000
1380;;32;161540;1;,500;,000
1380;;32;163177;1;,500;,000
1380;;32;163275;1;,500;,000
1380;;32;163863;1;,500;,000
13800;;14;160651;1;3,880;,000
13800;;23;162186;1;3,880;,000
13805;;22;160884;1;3,081;,000
13805;;22;161418;1;3,081;,000
13805;;32;163886;1;3,081;,000
13806;;14;162253;1;3,600;,000
13918;;12;163453;1;4,320;,000
13960;;14;162704;1;1,392;,000
13976;;14;161116;1;15,833;,000
13982;;32;163674;1;20,548;,000
1402;;32;160656;1;1,212;,000
1402;;32;162522;1;1,212;,000
14037;;12;160873;4;7,800;,000
14037;;14;161932;1;1,950;,000
14037;;14;163585;1;1,950;,000
14037;;21;161955;1;1,950;,000
14037;;22;160884;1;1,950;,000
14037;;32;162332;3;5,850;,000
14037;;32;163823;4;7,800;,000
14037;;32;163886;2;3,900;,000
14046;;12;160431;1;1,815;,000
14046;;12;162251;1;1,815;,000
14046;;14;160651;2;3,630;,000
14046;;14;162323;1;1,815;,000
14048;;12;163846;2;15,860;,000
14048;;14;160610;2;15,860;,000
14048;;14;161508;1;7,930;,000
14048;;15;164086;2;15,860;,000
14049;;14;160985;1;4,990;,000
14216;;22;161302;1;13,635;,000
14240;;12;160940;1;1,422;,000
14240;;12;162997;1;1,422;,000
14240;;14;161235;1;1,422;,000
14240;;14;161385;1;1,422;,000
14240;;14;163069;1;1,422;,000
14240;;32;161021;2;2,844;,000
14240;;32;163762;2;2,844;,000
14287;;22;164009;-1;-23,937;,000
143;;22;162797;1;19,500;,000
14369;;21;163098;1;20,000;4,763
14377;;32;161054;1;7,627;1,770
14416;;14;163320;1;36,232;,187
14456;;14;160769;1;3,860;,000
14456;;14;163916;1;3,860;,000
14456;;22;164057;1;3,860;,000
14516;;14;162044;1;13,332;,000
1452;;22;163296;1;2,628;,000
14621;;15;164055;1;6,816;,000
14630;;12;162599;1;35,594;,000
14631;;14;162408;1;12,167;,000
14644;;32;161295;1;11,017;,000
14645;;23;162925;1;8,475;,000
14696;;32;160996;1;42,373;2,591
14718;;14;163836;1;4,180;,000
14769;;12;162810;2;6,592;,000
1485;;12;160591;1;5,195;,000
1485;;21;162149;1;5,195;,000
14854;;32;162491;2;48,742;,000
14855;;12;163924;2;44,582;,308
14855;;32;160761;1;22,304;,248
14855;;32;163391;1;22,360;,000
14856;;12;162289;6;61,440;,000
14856;;14;161325;1;10,240;,000
14856;;32;161749;1;10,240;,000
14857;;12;161298;1;5,140;,000
1487;;12;162599;1;5,550;,000
1487;;14;160981;6;33,300;,000
1487;;15;163501;7;38,850;,000
1487;;22;162891;5;27,750;,000
14880;;12;161082;2;78,430;,000
14880;;14;160774;1;39,215;,000
14894;;14;163329;1;40,450;,000
14940;;14;163394;1;13,453;,351
14941;;32;160975;1;12,159;,000
14961;;14;161385;1;2,800;,000
14963;;22;161773;2;106,000;,000
1497;;32;162453;1;5,480;,000
15050;;14;161086;1;29,470;,000
1506;;14;162503;1;6,351;,000
1506;;23;162697;1;6,351;,000
1506;;32;163013;1;6,351;,000
1510;;23;162407;1;7,060;,000
15170;;14;163938;1;46,835;,000
15170;;21;160368;1;46,835;,000
15170;;32;163667;1;46,835;,000
15181;;12;160832;1;13,950;,000
15183;;14;162614;1;11,836;,000
15183;;23;162197;1;11,836;,000
15184;;32;161530;2;70,360;,000
15184;;32;161897;2;69,064;1,842
15187;;14;162644;1;32,210;,000
15187;;32;163975;1;32,210;,000
15232;;12;160787;1;1,913;,000
15232;;12;162261;1;1,913;,000
15232;;14;162423;1;1,913;,000
15232;;14;162816;1;1,913;,000
15232;;14;163204;1;1,913;,000
15232;;14;163879;-1;-1,913;,000
15232;;14;163881;1;1,913;,000
15232;;22;161286;1;1,913;,000
15232;;32;161013;1;1,913;,000
15240;;14;163960;1;29,238;,000
153;;12;163421;2;6,580;,000
15393;;12;160804;1;7,380;,000
15396;;12;162974;1;11,252;,000
15408;;12;163628;3;98,175;,000
15419;;32;162683;1;33,051;,000
1542;;12;163097;1;2,700;,000
1542;;14;161235;1;2,700;,000
1542;;23;161743;1;2,700;,000
1542;;23;162838;1;2,700;,000
1542;;32;163762;1;2,700;,000
1546;;22;163423;1;3,504;,000
1546;;32;163458;1;3,504;,000
155;;12;163687;1;6,180;,000
155;;22;163246;2;12,360;,000
155;;22;163981;1;6,180;,000
155;;23;162407;2;12,360;,000
155;;32;161566;2;12,360;,000
155;;32;163735;2;12,360;,000
15540;;22;163761;3;155,445;,000
156;;12;162544;1;4,510;,000
15603;;14;161235;1;1,500;,000
15603;;14;161561;1;1,500;,000
15603;;15;160672;1;1,487;,884
15603;;32;162167;1;1,500;,000
15603;;32;162318;1;1,500;,000
15603;;32;163762;1;1,500;,000
15628;;14;163651;1;12,333;,000
1565;;32;163591;1;29,440;,000
15663;;12;163579;1;5,220;,000
157;;14;160610;1;4,595;,000
15703;;14;160948;1;14,870;,000
15703;;32;161343;1;14,870;,000
15704;;12;160970;2;39,160;,000
15704;;14;161921;1;19,580;,000
15704;;32;161127;1;19,580;,000
15771;;12;162252;1;2,550;,000
15771;;12;162506;1;2,550;,000
15771;;12;163939;1;2,550;,000
15771;;22;162212;1;2,550;,000
15772;;12;163527;1;1,880;,000
15867;;22;164046;1;9,545;,000
16005;;14;160461;1;6,496;,000
1602;;12;162445;2;6,360;,000
1602;;12;162523;2;6,360;,000
1602;;22;160723;3;9,540;,000
1602;;23;162831;3;9,540;,000
1604;;32;161318;1;34,040;,000
16055;;22;163246;1;1,438;,000
16055;;32;163241;1;1,438;,000
16060;;14;163320;2;37,768;,187
16122;;22;164127;1;49,117;,000
1617;;14;163840;1;17,135;,000
16171;;14;160635;1;3,580;,000
16171;;32;161127;1;3,580;,000
1622;;12;161172;1;3,785;,000
1623;;14;163558;1;11,145;,000
1623;;32;161783;1;11,145;,000
1626;;12;161018;1;10,108;,000
1626;;22;161213;4;40,432;,000
1626;;23;162533;2;19,206;5,000
1626;;32;162631;2;20,216;,000
1626;;32;163282;1;10,108;,000
16267;;32;161008;1;42,690;,000
1630;;14;164159;1;34,080;,000
1630;;32;161588;1;34,080;,000
16328;;14;161886;1;46,655;,000
1633;;14;162053;1;6,005;,000
16337;;23;162559;1;23,865;,000
16339;;15;160672;1;23,768;,884
16342;;23;162567;1;26,880;,000
16355;;22;163351;1;11,356;,000
16378;;22;163951;1;4,483;,000
16396;;22;163411;3;64,500;5,703
1642;;12;163544;1;5,350;,000
1647;;14;160578;1;6,910;,000
16493;;21;162116;1;7,932;,000
16493;;23;161986;1;7,932;,000
16493;;32;163696;1;6,720;,000
16501;;12;162810;1;2,329;,000
16558;;14;163719;4;,872;,000
16567;;12;160854;1;7,080;,000
1658;;12;161279;2;51,160;,000
1658;;32;160694;1;25,580;,000
1658;;32;161788;1;25,580;,000
1659;;12;160734;1;5,896;,000
1660;;12;160854;1;9,587;,000
1660;;12;163939;1;9,587;,000
1660;;14;161024;1;9,587;,000
1660;;14;163960;1;9,587;,000
1660;;15;164049;1;9,587;,000
1660;;32;161499;1;9,587;,000
1660;;32;161646;1;9,587;,000
1660;;32;163286;1;9,587;,000
1660;;32;163910;1;9,587;,000
1660;;32;164058;1;9,587;,000
16650;;14;160783;1;18,000;,000
1666;;32;162547;1;4,034;,000
1666;;32;163783;1;4,034;,000
1667;;14;163214;1;19,560;,000
16678;;12;161370;1;6,370;,000
1668;;12;163815;1;5,080;,000
1668;;22;161418;1;5,080;,000
1668;;32;160441;1;5,080;,000
1668;;32;163454;1;5,080;,000
16688;;12;160482;1;25,340;,000
16691;;14;161980;1;17,100;,000
16691;;23;162407;1;17,100;,000
1671;;15;164049;1;5,165;,000
1671;;23;161936;1;5,165;,000
1672;;12;160832;1;1,960;,000
1672;;23;161725;1;1,960;,000
1672;;32;163235;1;1,960;,000
16762;;14;163394;1;8,230;,351
16762;;22;161049;1;8,259;,000
16762;;22;162212;1;8,259;,000
1677;;12;161003;1;2,820;,000
1677;;32;163623;1;2,820;,000
168;;14;161618;1;3,360;,000
168;;23;161975;1;3,360;,000
1680;;12;161069;1;2,250;,000
1680;;14;162821;1;2,250;,000
1680;;14;163108;1;2,250;,000
16809;;14;161517;1;31,410;,000
16834;;22;161518;1;11,855;,000
16878;;14;163813;1;10,053;,000
1691;;32;162239;1;6,470;,000
1692;;14;161932;1;3,260;,000
1692;;15;160672;1;3,231;,884
16922;;32;160942;2;17,456;,000
1695;;12;160431;3;35,190;,000
16968;;12;163399;1;13,000;,000
16970;;12;163568;1;7,480;,000
16970;;14;163214;1;7,480;,000
16970;;32;163008;1;7,480;,000
1699;;32;161556;1;1,695;,000
17095;;14;161336;1;46,610;,000
17106;;12;162352;2;467,500;,000
17120;;32;161566;2;16,762;,000
1713;;12;162667;1;3,010;,000
1713;;22;161257;3;9,030;,000
1713;;32;161588;2;6,020;,000
17151;;32;161033;1;7,878;,000
17151;;32;161937;1;7,878;,000
1717;;14;161024;2;17,330;,000
1720;;22;161339;1;2,195;,000
1720;;23;162768;1;2,195;,000
1721;;12;163746;1;2,195;,000
1721;;14;162503;2;4,390;,000
1721;;14;162569;1;2,195;,000
1721;;21;163215;1;2,195;,000
1721;;22;161418;1;2,195;,000
1721;;32;161553;1;2,195;,000
1721;;32;161880;1;2,195;,000
173;;12;160873;3;15,705;,000
173;;14;161895;1;5,235;,000
173;;22;160830;1;5,235;,000
173;;22;162908;2;10,470;,000
1731;;12;163898;1;5,877;,000
17310;;21;162994;1;30,000;7,408
1733;;12;162238;1;2,275;,000
1733;;12;162728;1;2,275;,000
1733;;14;160994;1;2,275;,000
1733;;14;161396;1;2,275;,000
1733;;14;161892;1;2,275;,000
1733;;14;161932;1;2,275;,000
1733;;14;162288;1;2,275;,000
1733;;14;162515;1;2,275;,000
1733;;21;160368;1;2,275;,000
1733;;21;160533;2;4,550;,000
1733;;21;163270;1;2,275;,000
1733;;22;161122;1;2,128;6,461
1733;;22;161657;1;2,275;,000
1733;;22;162740;1;2,275;,000
1733;;22;162804;1;2,275;,000
1733;;22;163997;1;2,275;,000
1733;;22;164004;1;2,275;,000
1733;;23;161952;1;2,275;,000
1733;;23;162764;1;2,275;,000
1733;;32;160341;1;2,275;,000
1733;;32;160761;1;2,269;,248
1733;;32;161002;1;2,275;,000
1733;;32;161038;1;2,275;,000
1733;;32;161321;1;2,275;,000
1733;;32;161740;1;2,275;,000
1733;;32;162491;2;4,550;,000
1733;;32;163511;1;2,275;,000
1733;;32;163516;1;2,275;,000
17334;;23;162546;4;257,680;,000
1736;;14;162264;1;2,100;,000
1736;;14;162532;1;2,100;,000
1736;;14;162779;1;2,100;,000
1736;;23;161865;1;2,100;,000
1736;;32;163723;1;2,100;,000
17383;;23;162615;1;10,200;,000
17384;;14;163529;1;20,920;,000
1743;;12;161172;1;2,715;,000
1743;;12;163647;1;2,715;,000
1743;;14;160651;1;2,715;,000
1743;;14;163214;1;2,715;,000
1743;;21;160533;4;10,860;,000
1743;;22;163997;1;2,715;,000
1743;;22;164101;1;2,715;,000
1743;;32;160986;1;2,715;,000
1743;;32;161137;1;2,715;,000
1743;;32;162332;1;2,715;,000
1743;;32;163537;1;2,715;,000
1745;;12;160520;1;3,590;,000
1745;;22;161463;1;3,590;,000
1746;;22;163368;2;12,990;,000
17480;;14;161390;1;4,365;,000
17485;;14;161862;1;14,351;,000
17485;;23;162748;1;14,351;,000
17514;;21;162116;1;9,080;,000
1756;;23;161711;1;76,434;,000
1760;;14;161645;1;13,940;,000
17621;;12;163477;1;22,807;,000
1769;;32;163800;3;74,838;,169
17700;;12;160457;1;137,270;,000
1775;;21;163156;1;10,665;,000
17752;;14;160529;1;1,250;,000
17752;;32;163868;1;1,250;,000
17769;;32;163989;1;7,150;,000
17807;;14;163541;1;8,487;2,737
17814;;12;160457;1;61,580;,000
17815;;14;163801;1;8,704;,000
17815;;14;163813;1;8,704;,000
17815;;14;163864;1;8,704;,000
1782;;14;161235;1;2,770;,000
1782;;23;162697;1;2,770;,000
1782;;23;162720;1;2,770;,000
1782;;23;162838;2;5,540;,000
1782;;32;163570;1;2,770;,000
1782;;32;163762;1;2,770;,000
1783;;23;162190;1;4,735;,000
1783;;23;162809;1;4,735;,000
17866;;32;160942;1;7,628;,000
17892;;32;162447;2;33,882;,000
17892;;32;163955;1;16,941;,000
17923;;14;161136;1;11,980;,000
17923;;23;162205;1;11,980;,000
17954;;22;164046;1;4,800;,000
17970;;14;161081;1;9,989;,000
1798;;12;162613;1;6,335;,000
1798;;22;160560;1;6,335;,000
1798;;32;160471;1;6,335;,000
1799;;14;163352;1;2,675;,000
18000;;23;161711;1;7,830;,000
1803;;32;161326;1;4,035;,000
18072;;12;163620;1;12,941;,000
18072;;22;162950;1;12,941;,000
18076;;23;162344;1;8,631;,000
1808;;12;160758;1;10,742;,000
1808;;12;161272;-1;-10,742;,000
1808;;12;161279;2;21,484;,000
1808;;23;161934;1;10,742;,000
18094;;32;162233;1;1,829;,000
18108;;12;161100;1;2,640;,000
18108;;23;162160;1;2,640;,000
18118;;32;163955;1;170,570;,000
1815;;32;161530;1;3,205;,000
1815;;32;161897;2;6,292;1,842
1817;;32;160702;1;40,383;,000
18170;;12;163410;1;55,590;,000
18170;;12;163545;1;55,590;,000
18170;;22;163751;1;55,590;,000
18170;;23;162748;1;55,590;,000
18180;;23;161703;1;6,513;,000
18184;;14;163813;1;12,528;,000
1821;;22;161122;1;20,579;6,461
18235;;22;163285;1;6,611;,000
18235;;32;162304;1;6,555;,844
18236;;14;162877;1;6,611;,000
18236;;14;163621;1;6,611;,000
1825;;22;164009;1;5,239;,000
1827;;22;162891;5;82,380;,000
1827;;32;161961;2;32,952;,000
1827;;32;162222;1;16,476;,000
18283;;22;164127;1;20,639;,000
18347;;14;162629;1;13,364;,000
1835;;15;160672;1;17,712;,884
1835;;21;160423;1;17,870;,000
1835;;22;161277;1;17,870;,000
1839;;32;161783;1;7,885;,000
1841;;32;163522;1;4,015;,000
18417;;32;163487;1;2,981;,000
18436;;14;161603;1;6,215;,000
18450;;12;162298;1;22,237;,000
18450;;22;161049;1;22,237;,000
18450;;22;161099;-1;-22,237;,000
1848;;12;163154;1;2,295;,000
185;;23;162180;1;35,281;,000
1851;;32;163509;1;24,860;,000
1857;;12;160498;1;3,915;,000
18598;;14;164141;1;5,492;,000
18598;;21;163290;1;5,492;,000
18629;;32;163623;1;4,180;,000
1870;;21;162045;1;6,700;,000
1870;;23;162615;1;6,700;,000
18706;;12;163837;1;5,130;,000
1881;;14;163960;2;8,710;,000
18823;;12;163038;3;1,806;,000
18823;;32;163762;1;,602;,000
18825;;12;160482;1;1,343;,000
18825;;14;161235;1;1,343;,000
18827;;15;160672;1;2,787;,884
18864;;12;162388;1;7,742;,000
1887;;22;160560;2;64,560;,000
18894;;21;163119;1;3,915;,000
18894;;22;163724;2;7,830;,000
18898;;14;163375;1;19,810;,000
189;;12;161102;1;5,710;,000
189;;12;162428;3;17,130;,000
189;;15;160672;3;16,980;,884
189;;21;160533;2;11,420;,000
189;;22;161844;1;5,710;,000
189;;22;163959;3;17,130;,000
189;;32;163168;1;5,710;,000
189;;32;163975;1;5,710;,000
18914;;32;161420;1;33,000;,000
18937;;12;160722;1;2,870;,000
18937;;23;162344;1;2,870;,000
18984;;32;162365;1;11,291;,000
18987;;22;161562;1;10,565;,000
18987;;22;162950;3;31,695;,000
18991;;22;161447;1;22,903;,000
190;;14;163214;1;3,630;,000
190;;23;161711;1;3,630;,000
19003;;21;163387;1;23,864;,000
19017;;23;162809;1;17,415;,000
19059;;14;163881;2;27,130;,000
19059;;22;160670;1;13,565;,000
19059;;32;161588;1;13,565;,000
19059;;32;163241;1;13,565;,000
1907;;32;160441;2;5,660;,000
1908;;14;162939;1;6,679;,000
1908;;23;161898;1;6,679;,000
1908;;23;161911;1;6,679;,000
191;;23;162574;1;6,440;,000
1911;;14;160925;1;3,320;,000
1911;;14;161980;1;3,320;,000
1911;;14;162847;1;3,320;,000
1911;;22;161518;1;3,320;,000
19141;;12;160439;1;23,306;,000
1919;;32;160503;1;6,890;,000
1919;;32;160907;1;6,890;,000
19267;;32;161909;1;8,491;,357
19279;;32;160942;1;3,645;,000
1929;;32;162558;1;16,040;,000
19296;;32;162705;2;6,076;,000
19313;;14;160352;1;3,315;,000
19313;;14;160738;3;9,945;,000
19313;;22;161463;2;6,630;,000
19313;;32;160402;1;3,315;,000
19313;;32;161833;1;3,315;,000
19355;;12;162457;1;1,600;,000
19355;;32;160497;1;1,589;,656
19355;;32;162558;2;3,200;,000
194;;12;160415;1;5,465;,000
194;;12;162635;1;5,465;,000
1943;;22;161844;1;29,580;,000
1956;;12;161279;2;6,290;,000
1956;;15;160672;1;3,117;,884
1956;;22;163272;1;3,145;,000
1957;;23;162052;1;16,370;,000
1971;;14;161750;1;7,355;,000
1971;;32;161704;2;14,710;,000
198;;12;161172;2;12,760;,000
198;;21;163156;1;6,380;,000
198;;32;160690;1;6,380;,000
1983;;14;161555;1;2,190;,000
1987;;32;163418;12;311,388;,031
20;;12;160924;1;2,425;,000
20;;14;161737;1;2,425;,000
20;;14;163150;1;2,425;,000
20;;14;163352;1;2,425;,000
20;;23;161865;1;2,425;,000
20;;23;162166;1;2,425;,000
20;;23;162574;1;2,425;,000
20;;23;162903;1;2,425;,000
2000;;12;161057;2;49,666;,269
201;;12;160729;10;18,150;,000
2012;;14;161170;1;11,100;,000
2015;;14;163610;1;1,484;,000
2015;;21;163139;1;1,484;,000
20369;;32;161611;4;11,052;,000
20381;;23;162831;1;9,880;,000
20384;;14;162507;1;35,499;,000
204;;22;162732;1;8,545;,000
